valence_mean,valence_median,valence_skewness,valence_kurtosis,valence_variance,valence_iqr,arousal_mean,arousal_median,arousal_skewness,arousal_kurtosis,arousal_variance,arousal_iqr,valence_arousal_corr,quadrant1_pct,quadrant2_pct,quadrant3_pct,quadrant4_pct
-0.01912816703296191,-0.0355343125,0.033852043525529174,-1.4438441836031357,0.5479910035610599,1.4957911875,-0.27229037463411515,-0.4663433,0.5592430804618944,-1.124703383717932,0.5204369706363795,1.3009234725,-0.2018555499986017,12.21732745961821,21.832272801435796,29.69652471855115,36.24082232011747
